4921872,NMDTHD,34.40907292871816
1811527,NMDTHD,-4.058831257982092
4808501,NMDTHD,27.703465043106462
4810017,NMDTHD,25.737350369772685
1256809,NMDTHD,-5.183552928589052
4874327,NMDTHD,30.16281998458794
4925156,NMDTHD,28.692370171621178
4926909,NMDTHD,25.19644670222442
4786514,NMDTHD,32.42421277543235
1475722,NMDTHD,23.80259854581027
4792613,NMDTHD,27.22318893818465
4860513,NMDTHRHD,31.027529455182048
2496721,NMDT,-25.089528735034037
4862035,NMDT,-28.241965326328682
4567074,NMDT,-23.821805137429692
4521745,NMDTHD,-3.9439955004127114
2039543,NMDTHD,-15.796359526776541
2249015,NMDTHD,-16.086998368968125
4791387,NMDTHRHD,22.083478096386898
4883679,NMDTHRHD,35.030676857653134
4914437,NMDTHRHD,36.5330681272053
4878950,NMDTHD,-9.080485126795793
4876550,NMDTHRHD,28.433246870809853
4975644,NMDTHD,-6.582660600968666
4511021,NMDTHD,-10.718652838922026
1754777,NMDTHD,-9.756313849499747
4746232,NMDTHD,-6.547381985343236
4000950,NMDTHD,-6.1476743514731425
4704022,NMDTHD,-12.082051805152787
4628575,NMDTHRHD,-8.251942796024196
675734,NMDT,-12.713116242542128
4684761,NMDTHD,-4.785676054094893
3675267,NMDT,-9.188020557062373
4647289,NMDTHD,-7.410229650539804
4572837,NMDTHD,-6.036769810207261
4975644,NMNCHD,-6.582660600968666
4746232,NMNCHD,-6.547381985343236
4599213,NMNCHD,-7.737633720449594
3666536,NMNCHD,-2.4995767715445254
4647289,NMNCHD,-7.410229650539804
1256809,NMNCHD,-5.183552928589052
4064320,NMNCHD,-5.324881712701426
4704022,NMNCHD,-12.082051805152787
1754777,NMNCHD,-9.756313849499747
2126752,NMNCHD,-3.742696277680807
4000950,NMNCHD,-6.1476743514731425
4684761,NMNCHD,-4.785676054094893
5047712,NMDTHD,24.197186672160115
4876550,NMDTHD,22.972427078493638
4852491,NMDTHD,25.017030420625815
5047713,NMDTHD,26.7329320084541
4947078,NMDTHD,22.75628504654378
4900284,NMDTHRHD,31.872585649756047
4924798,NMDTHD,21.003574060737265
4193498,NMNCHD,-1.6769982751911812
2423981,NMDT,-11.79401422751289
4551189,NMDTHD,-8.75319406211429
4628575,NMDT,-10.059126090846803
888010,NMDTHD,7.6196310328559775
4193498,NMDTHD,-1.6769982751911812
1170505,NMDTHD,-4.449434117490455
4712869,NMDTHD,4.37976348608845
1649525,NMDT,-2.2457244769157114
2673453,NMNCHD,-2.978896191692911
